,text_a,text_b,scores
9561,Will there be any discount for the transportation card?,How Do I Disable the Auto-Renew Service?,0
9562,"After the transportation card is upgraded, the balance in the card is empty.",suction card method,0
9563,"Hello, what kind of money do you keep?",How to get an incentive payment after participating in an incentive activity,0
9564,What can I do if my transportation card is unavailable after I roll back my phone system?,How to Use the Membership Card,0
9565,What can I do if I change my phone to another one?,"Details of buses with 1 cent/50% discount - Shouguang, Langfang, Jiangyin, Lianyungang, Fuzhou, Guilin, Wuzhou, Inner Mongolia, Panjin",0
9566,Phone number,Why does the system display a message indicating that the limit is exceeded when I swipe my card?,0
9567,I forgot about the password and the security question.,What can I do if I lose my bank card?,0
9568,Can I copy my access card on my phone?,Huawei Pay Transportation Card Introduction and Usage Guide,0
9569,What can I do if I can't log in to my Huawei phone account after updating?,Will my transportation card be cleared after I root my phone or restore it to its factory settings?,0
9570,Why Can Only One City Be Added to the Jiang Su Yi Cartoon?,Which models support the mobile phone recharge balance deduction activity?,0
9571,Card issuing service fee refund,Why is there no sound when I swipe my Huawei Pay traffic card?,0
9572,I lost my old phone.,"The message ""This phone number or email address has been registered. Please try again."" is displayed when you attempt to register a Huawei ID.",0
9573,Will the incentive be refunded as well as the refund?,Why does the Alipay shortcut icon overlap with the Huawei Pay icon?,0
9574,How to select other amount when I recharge my bus card?,Can I cancel the activity of deducting traffic when my mobile phone account is used up?,0
9575,Is there a 50% discount for the subway?,"... financial institutions that support ""borrowing"".",0
9576,"Wallet, transportation card, invoicing.",The transaction records of the Huawei Pay transportation card are not completely displayed.,0
9577,Can the Honor 10 use a public transportation card?,Use Huawei Pay to deduct 15 from 30 for online payment in Huawei apps.,0
9578,The network is disconnected. Check the network settings.,FAQs About Personalized Traffic Cards,0
9579,A system error occurs when a user attempts to open a public transportation card.,"Details of buses with 1 cent/50% discount - Shouguang, Langfang, Jiangyin, Lianyungang, Fuzhou, Guilin, Wuzhou, Inner Mongolia, Panjin",0
9580,- Hi. - Hi.,What can I do if I have a traffic card balance after the phone is repaired or replaced?,0
9581,The traffic card keeps popping out.,Why is there no entry for claiming the incentive on the wallet home page?,0
9582,What can I do if I can't pay?,Where can I pay online using my bank card?,0
9583,"Hello, the card fee is not refunded.","Details of 1 cent/5 discount bus - Shenzhen, Beijing, Tianjin, Hangzhou, Lanzhou, Chongqing, Kunming, Jinan",0
9584,I topped up two bills and got a,Adding a Member Card,0
9585,Submitting AP Logs,Can I Withdraw Recharge or Withdrawal of Change?,0
9586,What's the answer to the security question?,How to Swipe Traffic Cards for Consumption,0
9587,"Hey, honey, what's with the payment codes?",Using a bank card to make a one-touch payment,0
9588,When Does the Traffic Card Support Shandong?,Huawei Pay - Card Issuing Promotion for Lingnantong,0
9589,Which phones support UnionPay payment codes?,Disable the Huawei Pay UnionPay payment code.,0
9590,The entry for adding a bank card is not displayed.,Shanghai Public Transport Card Time-Limited Free-of-Charge Activities,0
9591,Delete card,Quick payment: Is there a limit on the amount of a single transaction of the debit card of China Merchants Bank?,0
9592,Will the reward money be refunded if I return it?,"No response when using Guangxi Transportation All-in-One Card in Harbin (bus, subway)",0
9593,Where's my money?,Huawei Pay Beijing-Tianjin-Hebei Interconnection Card Free Card Issuance Campaign Problem Collection,0
9594,I can't add a bus card.,What can I do if I use an incorrect mobile phone number to recharge my account?,0
9595,I can't add a bus card to my wallet.,Submitting Remote Logs,0
9596,How do I use my wallet or bank card to pay?,What can I do if my phone/watch/band is lost or damaged and my traffic card balance is still on?,0
9597,What denominations are available for H-coin cards sold on Vmall?,"Details of 1 cent/5 discount bus - Shenzhen, Beijing, Tianjin, Hangzhou, Lanzhou, Chongqing, Kunming, Jinan",0
9598,Can 8x Max set the door key?,Using Huawei Pay Bank Cards for Online Payment,0
9599,What if I can't swipe my card on the bus?,The reason why the bill is received when the Huawei Pay has never been used.,0
9600,Why can't I add a bank card to my HUAWEI PAY?,How can I retrieve my Huawei ID after deregistration?,0
9601,Shijiazhuang All-in-One Card Preferential Card Opening,What can I do if my phone/watch/band is lost or damaged and my traffic card balance is still on?,0
9602,Why does the payment via WeChat or Alipay appear in the bill?,"How to open Beijing, Tianjin and Hebei interconnection card?",0
9603,Can Chongqing unimpeded card be used in Dianjiang?,Models that support transportation cards and the number of supported cards,0
9604,I have not subscribed to any service. Why is there a deduction record on the bill?,"After a subscriber binds a card for the first time, the subscriber participates in the mobile phone top-up activity. If the subscriber exits the order before the final payment is complete, can the subscriber still enjoy the preference when the subscriber participates in the activity again?",0
9605,Why does my wallet automatically appear in standby mode?,What can I do if the transaction records are not displayed when I use Huawei Pay to swipe my bank card?,0
9606,Where can I add a Huawei Nova 3i transportation card package?,How do I disable app push notifications with my Huawei ID?,0
9607,Why can't I use my mobile number to change my account if I forget my password?,Huawei Pay Beijing-Tianjin-Hebei Interconnection Card Free Card Issuance Campaign Problem Collection,0
9608,Why didn't you take 10? I've already charged 50,Why does the system display a message indicating that the limit is exceeded when I swipe my card?,0
9609,I can't turn on my phone. How do I delete the card?,How to Deal with the Failure of Using Bank Card to Swipe Bus and Subway,0
9610,I can't bind my credit card.,What is a credit card application?,0
9611,Door key? How to add,Will eIDs be automatically deleted after factory defaults are restored?,0
9612,Submitting Remote Logs,How to add an invoice name card (header),0
9613,Why can't I swipe my transportation card?,"... financial institutions that support ""borrowing"".",0
9614,The call fee is incorrectly charged.,Can I change my mobile phone to another one?,0
9615,Can I take a bus from Zhengzhou?,"During the activity, if a user unbinds the card from the mobile phone and binds the card again before the mobile phone recharges the account, the user cannot participate in the activity.",0
9616,"But my card bag page only has bank cards and membership cards, not public transport cards.","A message is displayed in the notification bar of your Huawei ID, indicating that your mobile number has not been verified for a long time. To avoid that the password cannot be retrieved, please verify or change it immediately. However, the message cannot be found after the screen is closed. How can I change the message?",0
9617,Your Huawei ID has been authenticated by others.,Method of canceling the contract of Yibao payment,0
9618,What does it mean when Huawei Pay keeps turning around on the koala?,Huawei Pay Querying the Credit Card Application Progress,0
